Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,Down from 52w high,Up from 52w low,Mkt Cap To Debt Cap,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Market cap to quarterly profit,Market Capitalization
Nagreeka Cap.,532895,NAGREEKCAP,INE245I01016,Finance,Investment Company,29.79,0.99,1.89,4.17,4.07,0.03,146.82,-19.78,-60.55,27.60,0.99,4.07,4.18,-1.65,4.71,56.95,18.54,3.26,5.85,0.00,191.03,-238.50,0.04,30.32,28.24,0.47,11.48,23.02,2.99,44.33,11.49,13.05,37.58
Nagreeka Exports,521109,NAGREEKEXP,INE123B01028,Textiles & Apparels,Other Textile Products,27.53,0.20,7.81,9.95,1.24,-1.50,13.60,18.48,36.20,155.57,0.20,1.24,13.70,-1.40,54.49,160.44,3.48,1.63,2.31,0.00,18.45,-288.57,0.05,31.52,29.07,0.64,5.38,5.25,17.40,18.90,5.38,78.93,86.03
Nahar Capital,532952,NAHARCAP,INE049I01012,Finance,Investment Company,252.01,18.08,-23.89,5.40,111.37,-0.16,12.43,-35.82,-50.94,1648.54,18.08,111.37,5.47,3.84,0.12,76.21,-1.13,0.03,1.10,5.04,580.31,-9.52,0.00,33.09,18.93,-1.05,-2104.28,3.60,1.60,1.74,-2110.05,32.26,422.01
Nahar Indl. Ent.,519136,NAHARINDUS,INE289A01011,Textiles & Apparels,Other Textile Products,105.40,0.29,8.69,6.32,2.14,-0.18,19.80,303.18,-12.43,1010.72,0.29,2.14,9.48,0.05,27.84,1141.97,3.36,0.82,1.74,0.00,133.91,-179.85,0.02,29.73,18.69,0.27,5.86,4.83,4.91,70.97,5.86,26.57,455.38
Nahar Poly,523391,NAHARPOLY,INE308A01027,Industrial Products,Packaging,254.50,0.90,11.01,5.67,11.03,-0.38,12.26,-6.98,-2.80,852.41,0.90,11.03,7.64,1.14,2.02,288.51,6.24,0.12,1.19,5.31,410.73,-14.16,0.01,34.74,45.43,0.99,11.05,3.82,6.38,34.55,11.05,32.38,625.81
Nahar Spinning,500296,NAHARSPING,INE290A01027,Textiles & Apparels,Other Textile Products,188.65,0.21,-36.69,7.75,1.51,-0.42,21.48,-178.45,-9.84,1534.85,0.21,1.51,15.44,-0.36,61.56,1514.63,-0.71,0.51,1.89,29.23,189.95,-109.91,0.03,39.34,26.44,0.56,7.32,3.99,13.39,189.01,7.31,-53.62,680.38
Nakoda Group,541418,NGIL,INE236Y01012,Food Products,Packaged Foods,26.21,0.99,-165.79,117.76,-0.49,,40.48,40.00,-27.99,34.89,0.99,-0.49,-79.57,-0.19,-3.80,33.38,-0.71,0.42,1.48,0.00,,-29.15,0.01,39.10,18.12,2.39,-32.30,-0.38,,10.72,-32.37,131.34,45.97
Naksh Precious,539402,,INE256S01012,Automobiles,Auto Dealer,5.60,3.04,-3.75,11.35,,0.13,315.46,-25.00,3.13,6.61,3.04,,12.61,-0.35,0.62,6.75,-24.78,0.04,1.03,0.00,4.20,14.58,0.10,50.88,34.62,-0.49,5.88,2.99,14.33,5.83,5.90,98.33,5.90
Nalin Lease Fin.,531212,,INE606C01012,Finance,Non Banking Financial Company (NBFC),49.01,4.63,107.82,8.16,11.05,1.01,32.56,-1.32,6.18,36.74,4.63,11.05,8.44,0.08,1.72,3.94,0.83,0.16,1.07,0.00,65.35,-16.49,0.02,40.87,17.45,2.78,-10.64,15.32,9.33,3.42,-10.57,42.85,32.14
Nalwa Sons Invst,532256,NSIL,INE023A01030,Finance,Investment Company,6300.00,36.94,55.08,88.10,152.58,-12.33,50.26,-30.72,-33.32,16265.46,36.94,152.58,88.20,5.63,0.01,44.08,0.40,0.00,1.00,0.00,9094.54,1.15,0.01,28.23,37.07,4.86,52.07,0.91,26.92,86.37,52.47,205.99,3238.20
Nam Securities,538395,,INE792G01011,Finance,Other Financial Services,81.05,1.21,-105.89,87.51,33.00,-25.39,5.68,6.25,-27.70,11.67,1.21,33.00,129.94,0.11,0.56,4.17,-3.70,0.02,1.06,0.00,8.78,2.38,0.03,23.54,18.08,-5.27,40.15,3.07,680.98,3.80,40.09,257.06,43.70
Naman Industries Proxima,,NAMAN,INE0RJM01010,Consumer Durables,"Furniture, Home Furnishing",59.95,0.50,-9.89,7.79,1.75,0.21,36.61,-77.55,-22.68,79.71,0.50,1.75,12.72,-0.03,3.00,79.86,-9.20,0.24,1.36,0.00,50.25,6.00,0.32,50.02,7.53,-2.88,-8.27,25.52,42.64,44.18,-8.25,237.36,78.33
Namo eWaste,,NAMOEWASTE,INE08NZ01012,Other Utilities,Waste Management,192.00,2.58,,23.00,14.37,,34.18,124.04,5.20,95.79,2.58,14.37,24.66,,0.63,97.41,,0.10,0.92,0.00,179.22,0.54,0.02,16.49,51.18,,-22.47,19.08,198.91,25.42,-22.44,62.82,439.09
Nanavati Venture,543522,,INE0E5R01017,Non - Ferrous Metals,Precious Metals,111.05,2.35,-9.84,148.00,,1.17,101.04,-80.00,225.43,22.52,2.35,,156.97,-0.26,0.00,22.53,-23.72,0.00,1.13,0.00,47.83,0.08,0.00,32.00,59.28,-0.95,-869.89,2.34,496.98,47.47,-864.33,1296.50,51.86
Nandan Denim,532641,NDL,INE875G01048,Textiles & Apparels,Other Textile Products,3.11,0.12,3.32,5.10,2.44,-0.57,7.66,-15.63,-25.10,639.58,0.12,2.44,8.20,0.40,6.60,734.85,15.13,0.42,1.98,0.00,3.11,-54.06,0.09,29.64,15.19,0.30,4.72,8.73,8.52,2.02,4.72,47.44,448.29
Nandani Creation,,JAIPURKURT,INE696V01013,Textiles & Apparels,Garments & Apparels,38.97,0.73,-6.94,13.73,1.69,0.21,62.39,-25.93,-4.63,64.00,0.73,1.69,17.52,-0.58,6.98,70.24,-16.66,0.42,1.44,0.00,16.66,-35.26,0.00,28.61,49.88,-0.95,-4.13,7.86,53.09,33.10,-4.13,371.95,74.39
Nanta Tech,544668,,INE0YJA01011,Consumer Durables,Consumer Electronics,305.05,3.05,,24.18,211.00,,24.40,,,14.09,3.05,211.00,24.79,,0.11,14.59,,,1.66,0.00,,-0.29,0.00,8.23,30.36,,-83.64,61.31,,24.51,-84.14,,156.50
Naperol Invest.,500298,,INE585A01020,Finance,Investment Company,634.90,15.62,-1219.86,34.09,,0.13,61.22,-5800.00,-65.31,1171.55,15.62,,34.09,3.41,0.00,14.37,-0.03,0.01,0.98,49.05,517.68,-1.78,0.01,47.62,10.57,2.11,-105.82,0.31,11.41,25.09,-106.69,-608.15,364.89
NAPS Global,544373,,INE0VNH01014,Textiles & Apparels,Other Textile Products,42.50,0.17,-6.45,4.78,40.67,0.05,16.49,-8.63,59.91,18.20,0.17,40.67,4.88,,1.85,18.30,-27.95,0.20,1.10,0.00,355.83,-6.32,0.09,60.65,14.71,,-2.19,41.06,7.29,41.23,-2.20,14.83,18.83
Narayana Hrudaya,539551,NH,INE410P01011,Healthcare Services,Hospital,1872.85,6.42,201.71,26.81,7.12,1.44,25.04,31.41,9.06,4059.83,6.42,7.12,34.21,0.06,2.96,6025.85,3.59,0.58,1.78,11.64,626.46,-4.50,0.01,21.03,44.47,3.90,38.83,26.25,424.73,73.01,38.83,148.26,38273.71
Narbada Gems,519455,,INE540C01021,Consumer Durables,"Gems, Jewellery And Watches",59.78,1.39,-27.31,11.25,5.56,1.23,60.13,-39.00,-14.94,59.84,1.39,5.56,11.80,-0.33,5.84,58.97,-5.93,0.48,1.55,0.00,33.80,-22.25,0.00,22.36,24.41,-2.33,-1267.34,10.93,33.61,25.88,-1264.80,69.11,126.48
Narendra Prop.,531416,,INE603F01012,Realty,"Residential, Commercial Projects",34.01,3.77,-557.24,9.90,,0.45,569.16,-48.05,-100.00,38.74,3.77,,10.16,0.03,0.00,37.14,-0.12,0.00,1.01,77.83,31.36,0.62,0.14,30.38,19.04,11.38,-6.75,9.01,9.37,51.46,-6.75,60.45,24.18
Narmada Agrobase,543643,NARMADA,INE117Z01011,Food Products,Animal Feed,33.63,1.93,-25.47,21.68,6.95,0.38,74.19,0.98,7.85,57.92,1.93,6.95,22.53,-0.04,2.57,52.07,-10.89,0.18,0.84,0.00,11.63,3.35,0.06,5.53,130.34,-3.46,-8.00,9.58,74.26,12.95,-8.01,123.85,127.57
Narmada Gelatine,526739,,INE869A01010,Chemicals & Petrochemicals,Specialty Chemicals,369.95,1.15,24.98,7.40,21.80,0.64,25.80,30.12,11.89,124.83,1.15,21.80,8.01,0.27,0.69,91.12,7.37,0.12,1.23,35.15,318.55,-6.42,0.05,10.97,23.32,1.78,13.03,18.52,18.99,83.75,13.13,34.54,223.80
Narmada Macplast,517431,,INE060D01028,Industrial Products,Plastic Products - Industrial,24.94,7.39,-140.34,12.32,,0.04,26.08,2.50,0.97,8.49,7.39,,12.32,-0.05,0.00,3.21,-12.07,0.00,0.80,0.00,5.58,0.44,0.00,27.81,119.74,-4.97,-16.69,7.89,160.18,0.88,-16.70,220.32,90.33
Narmadesh Brass,544680,,INE0S1B01014,Industrial Products,Other Industrial Products,185.45,0.66,-10.72,8.92,5.78,0.13,8.00,,,14.64,0.66,5.78,9.71,,4.50,21.52,-14.85,,3.64,0.00,,-44.29,0.02,62.54,0.00,,50.88,27.98,,22.65,50.89,14.34,57.51
Natco Pharma,524816,NATCOPHARM,INE987B01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,851.40,3.48,16.17,5.99,61.04,0.07,120.03,7.83,2.57,8649.80,3.48,61.04,6.80,0.34,0.14,8219.20,13.36,0.03,1.02,5.70,1279.15,12.54,0.10,31.61,28.99,1.49,8.99,26.85,17.59,294.06,8.99,29.42,15249.46
Nath Bio-Genes,537291,NATHBIOGEN,INE448G01010,Agricultural Food & other Products,Other Agricultural Products,148.65,0.63,9.06,7.57,4.18,0.40,87.50,-66.80,50.42,679.85,0.63,4.18,8.18,,4.01,639.30,4.19,0.36,1.48,9.84,270.37,-54.95,0.29,37.72,9.30,,16.07,6.93,2.97,205.15,16.07,-1345.24,282.50
Nath Industries,502587,,INE777A01023,"Paper, Forest & Jute Products",Paper & Paper Products,61.80,0.24,-9.89,5.53,2.45,-0.53,7.04,-87.27,-8.10,262.73,0.24,2.45,7.55,-0.19,8.66,312.34,-3.13,0.40,1.78,0.00,85.34,-88.42,0.03,36.02,8.04,0.55,8.42,3.65,4.21,18.04,8.42,209.68,117.42
National Fitting,531289,,INE643C01015,Industrial Products,Iron & Steel Products,165.50,1.65,8.38,6.50,18.51,0.17,68.12,59.24,0.00,84.53,1.65,18.51,7.70,0.46,0.16,88.16,22.30,0.05,1.18,3.90,136.16,26.80,0.18,29.57,50.52,1.65,18.23,11.07,24.30,68.38,18.20,51.30,150.32
National High,543385,NHIT,INE0H7R23014,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",151.90,9.03,-2.64,18.32,1.13,1.03,-22.50,-7.72,-2.07,21508.64,9.03,1.13,30.68,-0.80,66.81,43036.27,-31.92,1.03,1.65,0.00,159.18,-73.50,0.02,1.36,16.85,-3.17,14.02,3.50,95.95,-3.78,14.02,262.47,29420.76
National Perox.,544205,,INE0PO601011,Chemicals & Petrochemicals,Commodity Chemicals,436.35,0.90,,12.62,-1.44,,31.45,369.23,1.17,350.53,0.90,-1.44,-114.20,,-6.28,393.73,8.77,,1.29,0.00,,3.83,0.08,43.33,16.05,,,3.21,,,13.43,104.92,250.76
National Plastic,531287,,INE896D01017,Industrial Products,Plastic Products - Industrial,265.10,0.49,33.71,8.20,3.66,0.46,1.92,1.85,-0.20,55.40,0.49,3.66,11.45,-0.16,6.41,81.70,4.50,1.07,3.19,10.10,331.15,-36.61,0.00,20.63,21.89,1.24,13.53,16.99,46.94,10.33,13.48,54.99,161.13
National Standar,504882,,INE166R01015,Realty,"Residential, Commercial Projects",1472.60,126.78,2461.17,178.17,,-12.98,1168.96,-23.71,-81.62,277.58,126.78,,178.39,0.00,0.00,271.55,0.45,0.01,1.00,0.00,172.64,-0.12,0.00,65.93,22.11,150.07,-356.56,6.61,2580.15,135.78,-356.56,906.22,2945.20
Natl. Aluminium,532234,NATIONALUM,INE139A01034,Non - Ferrous Metals,Aluminium,368.80,3.74,39.79,6.76,76.71,0.52,39.60,11.55,10.22,19836.33,3.74,76.71,7.26,0.23,0.01,20133.60,10.49,0.11,1.18,36.61,306.66,4.90,0.06,14.55,167.73,1.73,11.67,24.97,37.77,39.03,11.67,42.46,67734.96
Natl. Gen. Inds.,531651,,INE654H01011,Industrial Products,Iron & Steel Products,42.20,2.56,21.97,31.04,6.67,7.50,110.53,16.00,30.25,36.70,2.56,6.67,60.53,1.03,0.97,13.43,2.91,0.02,1.08,0.00,6.93,-3.64,0.00,38.39,22.21,5.02,-82.89,2.59,294.05,18.33,-83.39,-111.19,23.35
Natl. Oxygen,507813,,INE296D01010,Chemicals & Petrochemicals,Industrial Gases,85.50,1.56,-68.22,-19.32,-4.82,,-19.85,-122.02,-20.88,-2.84,1.56,-4.82,-11.54,-0.26,-3.61,16.46,-2.49,-11.78,-4.07,0.00,,-75.64,0.01,42.01,19.08,0.82,-237.50,-8.05,,-10.96,-239.44,-27.81,43.10
Natl. Plastic,526616,,INE233D01013,Industrial Products,Plastic Products - Industrial,52.69,0.48,5.02,6.27,3.89,0.74,24.53,25.93,36.69,44.34,0.48,3.89,8.20,0.08,7.37,57.30,13.00,0.66,2.17,0.00,51.16,-60.14,0.13,26.82,17.40,0.38,4.69,10.44,9.66,26.96,4.71,23.57,48.09
Natl. Plywood,516062,,INE497C01016,"Paper, Forest & Jute Products",Forest Products,4.61,0.28,-2.03,-17.15,-6.64,,-14.85,59.85,-80.30,-8.86,0.28,-6.64,-15.15,0.27,15.19,4.43,42.84,-1.24,-5.96,0.00,,-75.09,0.14,30.99,179.39,0.24,-0.81,0.00,,-2.44,-0.81,-20.65,11.36
Natl.Fertilizer,523630,NFL,INE870D01012,Fertilizers & Agrochemicals,Fertilizers,80.12,0.19,5.21,12.06,1.77,0.67,-0.62,9.20,91.36,2564.50,0.19,1.77,26.86,0.37,24.66,3677.58,13.29,1.95,3.78,41.60,30.12,-126.53,0.01,28.59,12.94,0.18,1.52,9.96,57.80,-2.61,1.52,-109.76,3930.51
Natraj Proteins,530119,,INE444D01016,Agricultural Food & other Products,Edible Oil,32.00,0.11,2.24,24.35,0.43,,12.94,-36.36,1.36,29.33,0.11,0.43,32.96,-0.21,-16.21,20.13,8.23,0.84,2.12,0.00,,-201.83,0.03,33.19,14.29,0.14,0.55,-2.27,,38.46,0.55,-7.27,12.00
Natura Hue Chem,531834,,INE487B01019,Agricultural Food & other Products,Other Agricultural Products,11.99,,-4.35,-65.88,,,,-300.00,,10.50,,,-65.88,-0.12,-31.00,0.07,-10.43,0.03,1.02,0.00,,3.82,0.05,31.29,59.44,-0.69,12.29,-0.13,,0.17,12.43,-62.13,4.97
Natural Biocon,543207,,INE06MM01016,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,4.23,2.54,23.55,-78.71,,,8.37,-128.57,-100.00,31.96,2.54,,-78.71,2.03,4.50,3.67,2.08,0.01,0.87,0.00,,-1.19,0.01,73.51,19.15,2.31,8.39,1.39,,0.14,8.40,-273.00,10.92
Natural Capsules,524654,NATCAPSUQ,INE936B01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,158.00,0.91,-2.64,29.95,-0.47,,11.77,-25.27,1.33,245.40,0.91,-0.47,-68.04,-0.48,180.82,303.63,-17.60,0.75,1.71,0.00,,-108.74,0.06,46.69,3.95,1.60,6.08,7.43,,20.55,6.11,-23.37,163.38
Naturewings Hol.,544245,,INE0N4701016,Leisure Services,"Tour, Travel Related Services",85.00,1.13,-109.29,12.08,,0.25,5.95,244.44,97.11,9.49,1.13,,13.18,0.16,0.02,3.10,-4.71,0.00,1.05,43.89,282.51,12.93,0.10,13.93,102.38,7.66,-36.43,54.68,53.49,4.42,-36.01,24.40,30.25
Naturite Agro,538926,,INE223R01014,Agricultural Food & other Products,Other Agricultural Products,203.55,4.01,-34.43,-143.64,-8.64,,9.14,3400.00,31.64,11.33,4.01,-8.64,-125.49,-0.18,-4.51,12.71,-15.40,1.01,2.24,0.00,,-10.59,0.00,49.71,7.76,-3.34,-10.09,-4.93,,4.64,-10.08,153.99,107.79
Naturo Indiabull,543579,,INE0JNB01012,Personal Products,Personal Care,3.66,3.37,-0.65,-29.79,-9.69,,1824.88,,,38.35,3.37,-9.69,-14.90,-5.28,-9.35,39.45,-21.02,0.33,2.40,0.00,,-176.96,0.04,34.64,36.06,-0.07,1.83,2.41,,19.79,1.83,-34.50,6.90
Nava,513023,NAVA,INE725A01030,Power,Power Generation,570.00,3.87,8.86,8.38,157.35,0.75,94.35,83.50,2.84,8102.22,3.87,157.35,10.55,0.36,1.11,10936.53,19.12,0.20,1.37,20.75,376.02,-3.80,0.04,22.48,60.09,0.81,7.48,16.79,35.36,138.91,7.48,72.56,16131.04
Navigant Corp.,539521,,INE364T01012,Finance,Other Financial Services,85.03,4.44,21.65,12.97,,1.36,104.97,-39.02,-36.76,12.67,4.44,,13.82,0.61,0.00,6.84,11.09,0.00,1.07,0.00,78.75,4.59,0.06,9.66,69.48,1.74,16.69,17.54,42.42,19.81,16.45,53.62,26.81
Navin Fluo.Intl.,532504,NAVINFLUOR,INE048G01026,Chemicals & Petrochemicals,Specialty Chemicals,6436.35,10.72,-133.29,34.14,7.30,19.19,43.61,24.96,17.66,3601.07,10.72,7.30,39.85,0.02,4.08,4671.37,-6.32,0.33,1.75,12.03,1814.60,-3.48,0.00,7.59,80.49,8.41,57.84,14.23,536.11,261.57,57.79,163.86,32988.99
Navkar Corporat.,539332,NAVKARCORP,INE278M01019,Transport Services,Logistics Solution Provider,101.15,2.58,7.51,27.42,0.40,,11.12,115.17,14.45,1935.51,2.58,0.40,255.06,0.10,-3.77,1998.58,9.44,0.09,1.14,0.00,,-11.38,0.00,27.93,25.59,1.19,18.13,0.89,,4.36,18.13,162.66,1522.50
Navkar Urban.,531494,NAVKARURB,INE268H01044,Construction,Civil Construction,1.25,8.91,-133.58,423.06,-2.60,,616.77,-33.33,13.45,157.88,8.91,-2.60,-221.29,-0.20,19.45,159.49,-0.63,0.04,1.36,72.39,,-2.46,0.04,69.81,6.84,-1.18,141.68,0.98,,0.87,141.68,779.22,140.26
Navneet Educat.,508989,NAVNETEDUL,INE060A01024,Printing & Publication,Printing & Publication,158.75,2.04,48.39,10.22,12.95,0.23,51.13,1353.33,1.21,1942.00,2.04,12.95,13.34,0.34,0.13,1291.00,4.00,0.06,1.12,8.75,132.93,-2.16,0.01,5.79,24.80,1.99,12.80,16.79,36.14,39.87,12.80,-202.06,3511.76
Nazara Technolo.,543280,NAZARA,INE418L01047,Entertainment,Digital Entertainment,279.05,5.30,-1693.96,8.83,44.89,0.34,33.75,126.05,-22.89,3394.95,5.30,44.89,10.90,0.11,3.86,3377.75,-0.21,3.57,1.25,0.00,93.63,-112.78,0.08,23.18,26.07,14.05,157.84,5.07,37.39,17.77,157.83,1021.53,10337.84
NB Footwear,523242,,INE006F01018,Consumer Durables,Leather And Leather Products,6.81,,-2758.05,-43.81,,,,0.00,,-2.70,,,-43.81,0.00,0.00,-0.16,0.23,0.00,0.00,0.00,,0.00,0.00,59.96,11.09,,,0.00,,-0.12,,-306.67,9.20
NBCC,534309,NBCC,INE095N01031,Construction,Civil Construction,101.62,2.15,-844.92,24.06,23187.00,1.39,16.06,16.04,21.71,2671.19,2.15,23187.00,24.34,0.23,0.00,2597.76,-1.28,1.05,5.33,33.43,40.85,10.60,0.19,22.25,43.53,13.49,41.75,30.70,424.05,7.58,41.75,178.72,27437.40
NBI Indl. Fin.,,NBIFIN,INE365I01020,Finance,Non Banking Financial Company (NBFC),1982.00,23.81,99.82,27.11,,16.01,-6.71,7.63,10.83,3217.02,23.81,,27.11,5.84,0.00,-1.65,0.19,0.00,0.98,1.74,2183.83,0.07,0.00,40.32,7.14,9.04,119.64,0.42,6.51,-5.50,117.84,90.24,585.64
NCC,500294,NCC,INE868B01028,Construction,Civil Construction,155.55,0.47,11.89,5.94,2.46,0.38,25.05,-19.19,7.16,7534.05,0.47,2.46,6.69,0.22,3.37,6955.84,9.72,0.44,2.67,16.85,389.40,-17.51,0.14,35.76,12.31,0.72,13.17,20.82,16.98,82.67,13.17,67.28,9766.15
NCC Blue Water,519506,,INE630N01019,Food Products,Seafood,26.28,,32.20,25.27,,,,750.00,,12.33,,,25.27,0.50,0.00,12.33,6.36,0.00,0.86,0.00,,41.38,0.39,34.71,100.15,2.96,19.71,5.24,,15.71,19.59,169.75,20.37
NCL Industries,502168,NCLIND,INE732C01016,Cement & Cement Products,Cement & Cement Products,191.85,0.62,12.65,6.69,5.25,-0.47,0.48,-2.33,1.94,895.28,0.62,5.25,10.04,0.37,10.19,1147.96,6.26,0.45,1.85,35.64,183.22,-44.01,0.04,19.86,7.84,0.42,8.99,11.19,14.93,1.50,9.00,32.90,867.79
NCL Res. & Finl.,530557,,INE132F01038,Finance,Non Banking Financial Company (NBFC),0.45,6.10,-2.33,11.04,,,227.72,-58.16,10.36,115.76,6.10,,11.17,-0.65,0.00,18.10,-18.52,0.00,1.04,0.00,0.54,0.54,0.01,43.04,12.50,-0.34,-2.76,0.73,6.34,0.17,-2.76,117.49,48.17
NDA Securities,511535,,INE026C01013,Finance,Other Financial Services,27.91,2.73,-31.07,27.02,1.47,3.71,175.78,-44.44,-3.20,11.64,2.73,1.47,39.57,0.36,0.92,11.51,-4.22,0.12,1.67,0.00,12.39,36.63,0.45,57.71,14.86,-18.97,-411.67,10.02,148.35,18.08,-415.00,-31.92,16.60
NDL Ventures,500189,NDLVENTURE,INE353A01023,Finance,Other Financial Services,103.90,,17.53,282.59,,-5.17,,-17.86,,58.90,,,282.59,0.40,0.00,57.06,32.53,0.00,1.13,285.34,6.08,1.42,0.01,7.44,112.30,0.65,-83.17,1.60,2330.96,16.93,-83.10,1521.00,349.83
NDR Auto Compon.,543214,NDRAUTO,INE07OG01012,Auto Components,Auto Components & Equipments,766.55,2.32,173.70,18.62,25.95,0.59,3.14,2.29,4.17,324.20,2.32,25.95,23.16,0.10,0.98,282.92,3.39,0.23,1.46,12.28,729.02,-0.77,0.03,37.17,39.37,4.61,21.77,19.65,165.58,10.35,21.75,116.13,1823.25
NDR INVIT Trust,,NDRINVIT,INE0Q7Q23015,Commercial Services & Supplies,Diversified Commercial Services,126.00,13.16,44.96,18.06,2.55,0.41,51.72,-3.51,2.02,4010.36,13.16,2.55,22.83,,10.63,5126.17,2.31,0.38,1.31,191.86,120.51,-27.91,0.02,2.33,20.00,,17.80,5.45,45.13,4.95,17.80,134.68,4989.75
NDTV,532529,NDTV,INE155G01029,Entertainment,TV Broadcasting & Software Production,87.22,1.94,-8.41,-6.71,-7.57,,-51.19,-8.43,23.01,-69.28,1.94,-7.57,-5.78,-0.44,-2.13,-62.84,-29.33,-15.69,10.58,0.00,,-140.18,0.02,38.25,13.11,-14.22,-6.81,-11.14,,-23.03,-6.82,-13.12,984.01
Nectar Lifesci.,532649,NECLIFE,INE023H01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,13.60,0.61,1.57,-4.61,-3.59,,-189.07,108.11,-100.00,716.87,0.61,-3.59,-4.17,-0.15,-4.04,-797.99,10.37,0.96,2.22,0.00,,-217.28,0.07,59.12,4.21,0.16,1.56,0.14,,-42.49,1.56,-12.87,264.21
Neelam Linens,,NEELAM,INE0N1401016,Textiles & Apparels,Other Textile Products,15.15,0.24,-11.61,4.69,1.82,-5.07,46.24,-19.32,-26.10,40.59,0.24,1.82,5.40,-0.14,9.11,62.98,-2.64,0.96,3.29,0.00,17.81,-107.18,0.13,60.65,38.36,0.54,3.92,9.91,7.22,29.14,3.92,21.57,30.63
Neelamalai Agro,508670,,INE605D01012,Agricultural Food & other Products,Tea & Coffee,3306.50,9.47,491.88,7.12,,-0.80,166.71,-30.13,-24.26,310.80,9.47,,7.59,1.44,0.00,44.75,0.14,0.04,0.99,8.02,5019.57,-4.70,0.01,21.09,6.11,-8.03,-49.85,9.88,5.21,603.50,-51.68,38.23,205.68
Neelkanth,512565,,INE581D01015,Commercial Services & Supplies,Trading & Distributors,52.30,3.90,265.52,24.26,16.20,1.21,62.16,173.33,-28.27,9.59,3.90,16.20,29.05,0.44,74.00,5.08,0.87,0.14,1.11,0.00,15.93,-5.22,0.00,2.33,81.60,0.54,27.40,2.15,85.49,8.25,27.14,55.61,22.80
Neelkanth Rock,531049,,INE741D01015,Other Construction Materials,Other Construction Materials,16.55,,-5.65,12.82,,,,0.00,,7.99,,,12.82,-0.49,0.00,7.99,-18.41,0.00,1.01,0.00,,5.04,0.04,19.27,48.70,-0.46,-15.32,4.61,32.45,15.98,-15.44,-278.00,8.34
Neeraj Paper Mkt,539409,,INE894J01019,Commercial Services & Supplies,Trading & Distributors,17.40,0.11,3.95,10.17,1.17,-7.53,12.95,0.00,-27.19,27.94,0.11,1.17,11.72,0.29,21.48,28.69,10.08,0.45,2.31,0.00,9.52,-64.79,0.02,33.84,8.07,0.44,1.45,5.88,120.06,21.16,1.45,212.67,19.14
Neetu Yoshi,544434,,INE0UZO01024,Industrial Products,Castings & Forgings,94.40,4.61,-58.17,11.73,14.91,0.04,85.67,35.76,24.79,118.69,4.61,14.91,12.52,,0.84,107.79,-13.19,0.11,1.14,0.00,309.21,-3.62,0.00,36.52,24.87,,29.83,40.33,54.01,17.56,29.84,31.75,366.39
Neil Industries,539016,,INE396C01010,Finance,Non Banking Financial Company (NBFC),6.97,3.77,-28.26,6.91,13.82,0.29,36.84,48.48,4.17,59.40,3.77,13.82,8.23,0.78,4.86,14.29,-0.79,0.10,1.05,0.00,13.05,-40.38,0.02,45.38,15.78,-4.36,-5.19,4.30,2.29,0.68,-5.18,27.80,13.62
Nelcast,532864,NELCAST,INE189I01024,Industrial Products,Castings & Forgings,128.18,0.86,27.69,10.81,2.78,0.71,10.39,234.03,10.34,565.68,0.86,2.78,13.71,-0.02,7.82,643.67,4.74,0.52,2.08,11.67,67.08,-19.21,0.07,29.14,64.33,1.62,10.64,9.73,47.26,15.40,10.64,70.14,1115.17
NELCO,504112,NELCO,INE045B01015,IT - Hardware,Computers Hardware & Equipments,666.95,5.16,70.18,44.80,2.37,-186.54,5.47,-173.46,5.34,128.55,5.16,2.37,116.34,0.06,7.55,103.94,12.01,0.66,2.23,23.95,,-4.61,0.01,42.58,15.02,2.68,77.35,19.78,34595.84,7.07,77.42,1289.84,1522.01
Neo Infracon,514332,,INE216I01017,Realty,"Residential, Commercial Projects",40.70,1.96,64.07,12.97,2.35,-5.53,114.32,181.08,275.76,6.54,1.96,2.35,14.13,-0.27,21.14,16.72,1.49,5.43,4.84,0.00,16.13,-163.22,0.01,25.99,86.78,0.50,11.18,5.06,51.26,23.79,11.19,71.97,21.59
Neochem Bio,,NEOCHEM,INE21UM01018,Chemicals & Petrochemicals,Specialty Chemicals,80.50,1.64,39.29,11.72,3.83,0.19,10.40,,,19.76,1.64,3.83,12.88,,4.79,27.48,6.93,,3.59,0.00,,-25.82,0.00,29.01,13.38,,62.57,17.63,,5.12,62.65,,137.82
