Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return over 3months,Return over 6months,Is SME,Is not SME,Volume 1month average,Volume 1week average,Volume,Low price,High price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
Genesys Intl.,506109,GENESYS,INE727B01026,IT - Services,IT Enabled Services,345.45,-28.74,-41.15,0,1,763136,422434,678129,289.50,859.90,1055.00,6.42,4.79,7.02,-12.86,377.88,514.31,379.20,516.01,50.16,-19.84,-23.65,-26.24,-27.84,-57.40,-6.70,38.62,405119,15.21,22.55,1443.65
Gennex Lab.,531739,,INE509C01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,12.55,-19.91,3.55,0,1,414867,194060,161995,10.84,17.25,29.00,0.41,2.45,0.64,-11.74,13.06,13.55,13.08,13.56,46.29,-0.30,-0.33,-0.31,-0.31,-0.16,31.33,21.19,684593,23.84,6.09,304.90
Genomic Valley,539206,,INE574D01010,Pharmaceuticals & Biotechnology,Biotechnology,26.00,-10.47,-36.45,0,1,4591,930,516,20.10,70.89,108.15,8.25,1.92,-0.95,9.06,26.00,37.22,26.00,37.33,54.35,0.14,0.08,0.01,-0.02,-40.59,4.48,1.96,3625,,,7.94
Genpharmasec,531592,,INE861N01036,Commercial Services & Supplies,Trading & Distributors,1.24,-20.00,-36.08,0,1,1206610,3002941,3145878,0.98,2.40,10.81,0.15,6.90,6.90,0.81,1.30,1.73,1.31,1.74,52.15,-0.04,-0.05,-0.05,-0.05,-44.89,-19.42,-26.37,641595,-22.06,,68.66
Gensol Engineer.,542851,GENSOL,INE06H201014,Electrical Equipment,Other Electrical Equipment,27.90,-13.00,-33.19,0,1,144384,65211,65211,20.50,668.00,1377.10,15.00,-4.97,-4.97,15.91,28.61,183.37,28.64,184.93,60.29,0.12,-0.08,-0.74,-0.95,-96.03,-55.67,8.27,403277,,,107.27
Genus Paper & Bo,538961,GENUSPAPER,INE949P01018,"Paper, Forest & Jute Products",Paper & Paper Products,12.32,-17.09,-31.13,0,1,85760,55896,84418,10.86,22.01,30.30,1.60,2.84,1.99,-3.22,12.90,16.03,12.93,16.06,51.04,-0.30,-0.37,-0.40,-0.43,-33.41,-8.53,13.82,245802,8.75,10.12,316.78
Genus Power,530343,GENUSPOWER,INE955D01029,Electrical Equipment,Other Electrical Equipment,280.85,-13.29,-18.74,0,1,870838,1036260,651070,206.55,422.17,477.14,5.25,4.99,7.98,5.88,280.68,310.16,280.68,310.45,55.54,-4.33,-6.15,-6.61,-7.18,-3.43,48.39,48.33,940520,37.84,19.68,8543.96
Genus Prime,532425,,INE256D01014,Chemicals & Petrochemicals,Commodity Chemicals,26.04,10.81,-1.62,0,1,26194,85435,65913,16.30,35.35,76.06,1.10,-9.99,-4.89,25.80,22.43,23.56,22.28,23.54,57.48,1.82,1.86,0.81,0.55,0.27,30.75,42.00,5105,36.63,17.55,38.87
Geojit Fin. Ser.,532285,GEOJITFSL,INE007B01023,Capital Markets,Stockbroking & Allied,71.87,-0.31,-0.86,0,1,556692,315315,534283,60.73,94.80,159.38,6.48,0.08,-0.39,-0.35,72.02,77.26,72.03,77.32,52.68,-0.35,-0.49,-0.89,-1.02,-12.44,20.96,6.78,1321118,12.89,9.54,2006.05
Getalong Enterp.,543372,,INE0H1201020,Commercial Services & Supplies,Consulting Services,5.68,-33.95,-52.23,1,0,41818,5000,5000,5.19,33.12,53.30,5.19,0.00,0.00,-29.00,10.74,19.34,10.95,19.48,27.06,-1.02,-1.03,-1.03,-1.03,-83.71,-11.01,,55833,,,12.02
GFL,500173,GFLLIMITED,INE538A01037,Finance,Holding Company,48.57,-19.65,-19.67,0,1,79630,112434,157325,46.50,81.00,164.70,6.65,-1.76,1.55,-9.87,53.87,60.73,54.08,60.85,39.57,-2.14,-2.28,-2.41,-2.48,-26.98,-8.40,-10.35,107579,-12.78,-2.35,533.54
GHCL,500171,GHCL,INE539A01019,Chemicals & Petrochemicals,Commodity Chemicals,525.55,-18.04,-5.54,0,1,105108,131513,54194,500.40,670.00,779.30,19.51,0.60,0.94,-4.01,550.59,585.05,551.62,585.64,44.04,-10.90,-11.94,-11.81,-12.04,-19.41,2.83,21.69,157696,13.94,18.60,4831.60
GHCL Textiles,543918,GHCLTEXTIL,INE0PA801013,Textiles & Apparels,Other Textile Products,79.61,2.46,3.04,0,1,222698,267406,456416,65.00,99.00,123.05,58.70,-4.61,-1.51,10.26,75.61,79.97,75.44,79.97,56.47,1.77,1.74,1.01,0.82,-8.84,,,159874,,,760.96
Ghushine Fintrra,539864,,INE009U01011,Textiles & Apparels,Other Textile Products,20.00,8.34,,1,0,20000,10000,10000,10.57,21.95,21.95,6.20,-2.44,-2.44,4.55,13.48,10.24,13.21,10.14,69.29,2.80,2.86,2.53,2.47,,,,28824,,,9.89
GHV Infra,505504,,INE809Q01020,Construction,Civil Construction,249.90,-21.20,-26.88,0,1,7982,14751,46671,33.51,362.40,362.40,2.80,5.00,9.20,2.19,263.18,240.98,263.72,240.89,51.86,-10.14,-12.36,-13.63,-14.50,660.50,311.36,,7112,,,1801.15
Gian Lifecare,542918,,INE063601012,Healthcare Services,Healthcare Service Provider,9.89,-22.61,-40.74,0,1,8261,8668,10064,7.08,20.50,65.91,5.48,-1.00,-4.72,-2.27,10.18,13.05,10.19,13.08,48.46,0.12,0.16,0.17,0.18,-36.44,-26.04,-2.26,14518,,,10.23
GIC Housing Fin,511676,GICHSGFIN,INE289B01019,Finance,Housing Finance Company,164.90,-0.62,-4.80,0,1,98656,97708,129245,151.00,206.00,623.40,28.00,-0.31,0.06,-1.94,167.84,177.07,167.96,177.19,47.74,-1.63,-1.83,-2.13,-2.25,-6.39,-2.18,6.20,135725,-4.45,-1.31,887.99
Gilada Finance,538788,,INE918C01029,Finance,Non Banking Financial Company (NBFC),13.63,-0.73,18.73,0,1,4201,5780,1912,9.30,23.80,35.50,1.82,1.72,2.10,0.89,13.57,13.05,13.57,13.05,53.55,-0.11,-0.16,-0.23,-0.26,14.35,0.17,7.31,15424,15.40,16.46,19.15
Gillanders Arbut,532716,GILLANDERS,INE047B01011,Agricultural Food & other Products,Tea & Coffee,90.36,-27.44,-24.90,0,1,9517,10666,3655,85.00,151.90,159.80,15.15,-0.28,3.19,-10.61,99.56,111.03,99.94,111.23,41.58,-3.56,-3.82,-3.88,-3.96,-22.51,6.86,16.09,32022,8.23,5.62,192.85
Gillette India,507815,GILLETTE,INE322A01010,Personal Products,Personal Care,8800.50,3.98,-14.24,0,1,46257,21616,23574,7411.65,11505.00,11505.00,520.00,0.58,1.17,12.23,8418.07,8893.53,8402.46,8894.47,62.52,167.73,159.02,108.20,93.32,3.39,21.50,9.18,50978,4.47,8.02,28680.83
Gini Silk Mills,531744,,INE548B01018,Commercial Services & Supplies,Trading & Distributors,63.00,-7.13,-22.39,0,1,967,894,852,55.10,129.88,505.00,12.00,1.94,9.95,8.62,62.31,75.27,62.28,75.40,54.49,-0.09,-0.35,-0.84,-1.03,-37.99,15.63,2.38,2948,-3.35,-11.33,35.23
Ginni Filaments,590025,GINNIFILA,INE424C01010,Textiles & Apparels,Other Textile Products,41.28,-4.82,-22.36,0,1,65833,59496,56787,18.94,57.80,65.40,3.00,-1.27,5.31,2.28,39.82,39.94,39.76,39.93,57.72,0.27,0.12,-0.37,-0.53,57.50,12.36,17.29,154049,20.03,10.80,353.56
Giriraj Civil,,GIRIRAJ,INE614Z01017,Construction,Civil Construction,142.65,8.36,-57.92,1,0,3708,7083,4500,96.80,409.00,1001.70,4.09,-10.00,-12.70,-25.10,194.86,251.77,196.99,252.87,32.63,-8.69,-5.60,2.58,5.40,-49.05,49.72,75.37,5712,53.73,,341.23
Gita Renewable,539013,,INE776O01018,Power,Power Generation,78.25,-22.14,-31.66,0,1,1050,628,588,72.66,143.00,328.35,4.65,4.54,-1.91,-6.21,85.40,104.93,85.69,105.20,45.44,-2.83,-3.11,-3.31,-3.43,-42.14,-7.90,45.21,1624,48.13,13.90,32.18
GK Energy,544525,GKENERGY,INE1AG301022,Construction,Civil Construction,118.47,-38.16,,0,1,797392,1018406,978510,96.01,239.60,239.60,96.01,5.00,9.25,-17.81,136.66,160.44,137.40,160.87,44.98,-9.89,-11.25,-11.42,-11.80,,,,1895771,,,2402.78
GKB Ophthalmics,533212,,INE265D01015,Healthcare Equipment & Supplies,Medical Equipment & Supplies,52.99,-13.17,-31.18,0,1,1821,376,420,45.25,91.70,209.20,12.25,-0.64,-3.44,6.00,55.11,66.20,55.20,66.34,46.06,0.51,0.74,0.73,0.78,-40.55,-32.68,-3.81,3861,-11.53,-1.89,26.71
GKW,,GKWLIMITED,INE528A01020,Finance,Investment Company,1734.00,1.50,5.87,0,1,407,248,249,1371.00,2262.00,4149.90,55.35,1.32,3.99,2.04,1702.11,1802.84,1700.80,1803.54,56.22,0.03,-3.85,-6.43,-8.04,-3.51,46.59,24.84,1394,9.90,12.23,1035.20
Glance Finance,531199,,INE580D01017,Finance,Non Banking Financial Company (NBFC),181.60,-21.64,-4.72,0,1,379,449,252,120.10,251.95,251.95,2.25,0.00,-5.42,0.55,189.42,180.18,189.74,180.17,47.12,-1.63,-1.42,-1.41,-1.36,23.33,47.84,40.43,785,27.70,16.26,40.97
Gland Pharma,543245,GLAND,INE068V01023,Pharmaceuticals & Biotechnology,Pharmaceuticals,1885.50,3.08,-4.57,0,1,293953,105740,252976,1200.00,2131.00,4350.00,861.00,0.04,-0.22,10.72,1775.23,1786.05,1770.73,1785.05,65.56,46.74,45.53,34.62,31.59,29.88,12.78,-2.93,266257,,,31064.82
Glaxosmi. Pharma,500660,GLAXO,INE159A01016,Pharmaceuticals & Biotechnology,Pharmaceuticals,2622.90,5.15,-5.30,0,1,88390,155189,379840,1968.00,3515.95,3515.95,346.05,4.24,8.97,9.42,2466.63,2626.76,2460.26,2626.80,67.35,20.95,6.00,-8.04,-15.29,27.44,27.94,12.98,178007,9.57,4.99,44433.51
Gleam Fabmat,542477,,INE03CM01014,Commercial Services & Supplies,Trading & Distributors,12.91,15.58,27.32,1,0,10000,0,0,7.58,12.91,12.91,1.65,4.96,0.00,15.58,7.07,6.16,6.83,6.09,89.10,1.96,1.88,1.67,1.59,,,49.48,18571,,,12.93
GLEN Industries,544444,,INE0UMC01019,Industrial Products,Packaging,77.95,2.04,-27.12,1,0,15660,9000,6000,70.17,164.85,164.85,70.17,-1.33,2.16,-7.06,81.01,102.75,81.14,103.00,47.63,-1.81,-2.02,-2.03,-2.08,,,,95367,,,187.56
Glenmark Pharma.,532296,GLENMARK,INE935A01035,Pharmaceuticals & Biotechnology,Pharmaceuticals,1958.00,4.12,-4.24,0,1,512958,402126,289274,1274.70,2286.15,2286.15,109.25,-0.83,-0.07,-2.95,1974.04,1862.69,1974.69,1861.74,47.16,-11.05,-11.18,-8.73,-8.15,34.75,69.74,31.18,926202,18.50,10.96,55254.92
Glittek Granites,513528,,INE741B01027,Other Construction Materials,Other Construction Materials,42.59,270.35,307.95,0,1,152562,90928,6047,3.32,42.59,42.59,0.73,4.98,21.51,164.21,22.01,13.18,21.17,12.89,97.81,6.43,6.05,5.08,4.74,1243.53,141.07,87.46,43149,57.27,33.44,110.56
Global Cap.Mkt.,530263,,INE062C01042,Finance,Non Banking Financial Company (NBFC),0.57,-8.06,-8.06,0,1,252888,229070,493931,0.50,0.99,9.10,0.01,7.55,7.55,-3.39,0.57,0.65,0.57,0.65,55.01,-0.01,-0.01,-0.02,-0.02,-27.85,-15.95,48.10,365565,37.94,11.61,22.70
Global Education,,GLOBAL,INE291W01037,Other Consumer Services,Education,93.55,24.50,43.09,0,1,100145,282344,580367,41.00,98.40,153.08,2.01,4.98,11.61,20.28,83.13,74.32,82.71,74.12,67.67,1.00,0.23,-0.37,-0.72,67.59,2.69,55.80,96574,44.62,,476.18
Global Health,543654,MEDANTA,INE474Q01031,Healthcare Services,Hospital,1139.30,-5.20,-17.09,0,1,203118,147386,118007,1010.00,1456.50,1513.90,390.55,-1.86,1.47,-4.57,1153.54,1214.41,1154.12,1215.17,52.13,-6.04,-8.48,-17.64,-20.54,2.06,35.81,,304457,,,30623.29
Global Longlife,543520,,INE0J2K01014,Healthcare Services,Hospital,12.85,-49.57,-43.76,1,0,229600,308500,90000,12.85,33.02,141.10,12.85,-4.96,-6.95,-40.23,19.46,24.85,19.73,24.97,20.53,-2.28,-2.21,-1.82,-1.71,-57.87,-35.99,,75355,,,13.49
Global Ocean,544665,,INE1ITY01011,Transport Services,Logistics Solution Provider,126.40,,,1,0,68880,17200,36800,79.20,172.91,172.91,79.20,-4.82,-14.01,-1.14,119.11,93.25,118.81,92.91,45.81,6.60,8.46,11.12,12.26,,,,189382,,,182.56
Global Offshore,501848,,INE446C01013,Transport Services,Shipping,54.82,-22.42,-24.97,0,1,17353,32594,75295,43.44,107.40,864.90,2.60,4.66,10.26,4.46,54.66,69.75,54.65,69.90,59.82,-1.11,-1.72,-2.36,-2.68,-41.27,9.07,46.41,25592,27.88,-15.86,168.54
Global Pet Indus,,GLOBALPET,INE0PS501019,Industrial Manufacturing,Industrial Products,118.00,-21.33,-20.70,1,0,3589,1875,750,105.25,159.70,159.70,50.20,0.00,5.55,0.85,125.34,126.14,125.64,126.22,47.35,-1.66,-1.61,-2.11,-2.22,9.72,,,11796,,,139.09
Global Surfaces,543829,GSLSU,INE0JSX01015,Consumer Durables,Granites & Marbles,89.32,-31.14,-27.20,0,1,31637,32967,13954,79.00,145.00,333.00,79.00,0.03,-0.61,-4.06,97.00,113.80,97.32,114.05,44.91,-2.91,-3.23,-4.21,-4.53,-30.54,,,263201,,,378.55
Global Vectra,532773,GLOBALVECT,INE792H01019,Transport Services,Airline,196.09,-6.50,-5.79,0,1,21970,10610,13367,161.00,284.05,346.15,8.10,2.47,7.59,6.34,189.12,211.32,188.83,211.47,60.88,-0.97,-2.42,-4.15,-4.94,-27.33,52.68,33.01,31329,22.31,9.16,274.53
Globale Tessile,544234,GLOBALE,INE0URU01010,Textiles & Apparels,Trading - Textile Products,12.05,-5.86,-10.54,0,1,12980,25696,89097,10.43,25.19,87.00,10.43,1.86,3.97,0.25,11.98,15.89,11.98,15.93,53.17,-0.06,-0.09,-0.10,-0.11,-49.24,,,23522,,,12.80
Globalspace Tech,540654,,INE632W01016,IT - Software,Computers - Software & Consulting,18.94,14.30,23.39,0,1,34627,23414,34053,13.67,20.40,64.54,13.67,2.43,1.28,9.16,17.83,17.17,17.79,17.15,57.07,0.33,0.32,0.38,0.39,10.50,-1.91,-8.82,28449,-6.75,,65.10
Globe Civil,544424,GLOBECIVIL,INE0V3U01015,Construction,Civil Construction,54.13,-17.92,-33.29,0,1,135038,54522,70676,46.60,95.00,95.00,46.60,-1.42,-0.55,7.02,57.30,71.79,57.43,71.96,48.66,-0.74,-0.84,-1.32,-1.46,,,,519923,,,323.26
Globe Commercial,540266,,INE804Q01013,Commercial Services & Supplies,Trading & Distributors,18.99,5.79,-34.67,0,1,18850,26381,28697,15.41,40.99,52.60,2.70,0.69,-7.37,0.21,20.60,25.22,20.67,25.29,41.75,-0.29,-0.24,-0.23,-0.22,-44.64,-25.40,24.97,25670,8.69,,11.40
Globe Enterprises,,GLOBE,INE581X01021,Textiles & Apparels,Other Textile Products,2.69,-3.58,26.29,0,1,981606,528522,566498,2.02,3.82,13.64,0.85,0.75,-1.47,-8.50,2.72,2.68,2.72,2.68,46.78,-0.03,-0.03,-0.02,-0.02,-28.46,-0.61,-1.69,1448338,8.39,,121.16
Globe Intl. Car.,,GICL,INE947T01022,Transport Services,Logistics Solution Provider,45.20,5.73,51.93,1,0,234900,242250,180000,20.58,51.50,51.50,1.43,-0.66,2.15,2.38,44.31,37.26,44.27,37.18,52.93,-0.01,-0.07,-0.23,-0.29,67.72,66.63,86.19,121272,51.22,,506.03
Globesecure Tech,,GSTL,INE00WS01056,IT - Services,IT Enabled Services,22.05,241.86,75.70,1,0,31000,59500,41000,5.95,27.80,165.69,5.95,1.85,6.78,46.03,15.34,15.97,15.07,15.91,90.41,2.08,2.00,1.70,1.60,-21.95,-41.62,,32458,,,35.15
Globtier Infotec,544494,,INE12P601017,IT - Services,IT Enabled Services,26.80,-10.96,,1,0,6480,4800,3200,25.01,57.60,57.60,25.01,-4.29,3.08,-2.37,28.25,38.87,28.31,38.99,48.59,-0.24,-0.27,-0.52,-0.59,,,,29292,,,40.52
Globus Power,526025,,INE064L01015,Power,Power Generation,13.20,-14.73,-6.18,0,1,9238,7181,4843,11.52,18.45,228.00,4.48,3.69,3.21,-6.52,13.74,15.04,13.76,15.06,48.23,-0.26,-0.29,-0.28,-0.28,-16.24,-15.59,19.31,56623,9.78,-6.46,130.61
Globus Spirits,533104,GLOBUSSPR,INE615I01010,Beverages,Breweries & Distilleries,973.65,-17.93,-19.49,0,1,119359,82289,83336,800.00,1303.95,1760.00,39.00,1.15,2.50,-4.67,992.01,1029.90,992.76,1030.46,51.56,-15.47,-19.18,-22.03,-23.67,12.92,6.87,20.22,149479,33.18,33.72,2820.87
Gloster Ltd,542351,GLOSTERLTD,INE350Z01018,"Paper, Forest & Jute Products",Jute & Jute Products,599.10,-4.70,-12.55,0,1,3075,5375,7568,531.60,840.00,1012.41,153.00,0.32,-6.75,-4.36,620.64,645.05,621.52,645.51,45.33,-6.81,-6.73,-8.26,-8.62,-1.61,-4.54,18.27,3640,2.69,,655.61
Glottis,544557,GLOTTIS,INE0TQE01026,Transport Services,Logistics Solution Provider,53.21,-27.79,,0,1,223856,180616,146567,48.67,93.00,93.00,48.67,1.04,0.97,-1.23,57.42,70.88,57.60,71.06,47.55,-1.70,-1.96,-2.23,-2.36,,,,982341,,,491.68
GMM Pfaudler,505255,GMMPFAUDLR,INE541A01023,Industrial Manufacturing,Industrial Products,979.20,-21.75,-23.11,0,1,82677,120209,97752,943.55,1418.00,2304.62,11.88,1.49,-3.49,-4.88,1042.61,1131.92,1045.19,1133.45,41.49,-18.64,-18.89,-21.17,-21.81,-16.69,-14.48,-4.49,103280,15.45,28.49,4402.21
GMR Airports,532754,GMRAIRPORT,INE776C01039,Transport Infrastructure,Airport & Airport services,97.81,2.43,7.76,0,1,19562370,12382997,8358419,67.75,110.36,122.57,8.88,-0.17,-0.28,-2.07,98.07,93.17,98.08,93.12,51.20,-0.84,-1.05,-1.52,-1.69,36.02,36.16,32.26,16038601,32.67,25.38,103277.34
GMR Urban,543490,GMRP&UI,INE0CU601026,Power,Power Generation,104.68,-12.92,-10.33,0,1,1680007,1590632,811539,89.36,141.01,169.25,14.32,-0.60,-2.90,-4.85,108.56,112.11,108.72,112.19,47.41,-0.78,-0.78,-1.48,-1.65,-0.65,76.93,,2580785,,,8175.69
GNA Axles,540124,GNA,INE934S01014,Auto Components,Auto Components & Equipments,445.35,39.41,49.40,0,1,191611,482480,210447,269.80,470.70,583.25,63.08,0.55,7.08,27.57,353.89,335.73,350.16,334.63,77.27,26.68,24.35,17.83,15.62,30.56,0.55,17.15,104442,17.90,,1911.92
GNG Electronics,544455,EBGNG,INE18JU01028,IT - Hardware,Computers Hardware & Equipments,336.00,-0.15,4.33,0,1,290020,993538,760879,239.00,401.70,401.70,239.00,-1.02,15.92,19.55,294.53,318.53,292.84,318.35,69.82,7.03,3.47,-3.83,-6.54,,,,822427,,,3830.79
Go Digit General,544179,GODIGIT,INE03JT01014,Insurance,General Insurance,321.35,-9.13,-9.57,0,1,522698,301418,188789,264.60,381.40,407.55,264.60,0.75,1.68,-3.11,333.58,339.58,334.08,339.76,44.05,-5.69,-6.19,-5.72,-5.72,8.55,,,879146,,,29707.00
Go Fashion (I),543401,GOCOLORS,INE0BJS01011,Retailing,Speciality Retail,374.75,-31.86,-45.45,0,1,356678,272120,192860,360.05,943.75,1453.00,360.05,1.96,-3.37,-10.22,442.32,634.39,445.08,637.00,34.50,-17.67,-17.89,-19.23,-19.63,-55.82,-27.87,,149550,,,2023.99
Goa Carbon,509567,GOACARBON,INE426D01013,Minerals & Mining,Industrial Minerals,386.85,-10.49,-15.84,0,1,24525,19774,25604,350.05,539.10,1215.40,35.55,0.52,1.62,2.29,394.28,451.19,394.58,451.84,50.72,-4.90,-5.99,-6.38,-6.75,-27.47,-8.36,6.21,37240,-0.90,19.22,353.97
Goblin India,542850,,INE492Z01018,Consumer Durables,"Gems, Jewellery And Watches",8.75,-35.47,-53.28,1,0,21474,21000,22000,8.00,30.45,133.95,8.00,-2.78,-2.34,-25.66,10.94,16.95,11.03,17.03,31.52,-0.75,-0.76,-0.68,-0.66,-69.83,-50.86,-19.73,35632,,,12.09
GOCL Corpn.,506480,GOCLCORP,INE077F01035,Chemicals & Petrochemicals,Explosives,270.40,-18.88,-24.28,0,1,43961,40533,49244,244.00,417.50,700.00,16.74,0.00,0.11,-4.28,283.25,323.17,283.77,323.70,49.01,-4.72,-5.51,-7.12,-7.72,-18.57,-7.96,2.19,129929,2.34,7.85,1340.44
Godavari Bioref.,544279,GODAVARIB,INE497S01012,Diversified FMCG,Diversified FMCG,290.65,15.22,10.56,0,1,390946,1541024,345476,145.00,352.00,408.60,145.00,-0.10,16.19,2.34,265.35,264.54,264.32,264.28,65.45,1.49,-0.81,-3.12,-4.27,32.54,,,165106,,,1487.43
Godavari Drugs,530317,,INE362C01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,89.37,6.39,4.81,0,1,12280,4885,1678,69.70,115.00,155.00,2.61,-1.69,-1.46,4.43,85.95,87.52,85.81,87.51,51.36,1.61,1.80,2.01,2.11,-11.82,2.11,15.36,5683,22.90,9.89,67.30
Godawari Power,532734,GPIL,INE177H01039,Industrial Products,Iron & Steel Products,260.21,-1.15,28.33,0,1,2006604,2290508,4040706,145.55,290.00,290.00,1.95,0.93,0.01,2.16,252.93,233.20,252.63,232.93,54.41,0.60,0.07,-0.27,-0.49,47.39,50.76,59.66,2656129,54.59,58.08,17464.46
Godfrey Phillips,500163,GODFRYPHLP,INE260B01028,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,2192.20,-26.22,-35.41,0,1,859297,2355524,282515,1611.85,3947.00,3947.00,40.66,0.35,7.21,2.89,2368.73,2660.23,2375.94,2664.93,50.58,-80.33,-96.58,-125.92,-137.31,28.30,54.33,48.08,518163,33.55,21.31,34194.32
Godrej Agrovet,540743,GODREJAGRO,INE850D01014,Food Products,Animal Feed,595.35,1.83,-20.89,0,1,202203,205442,233487,506.10,876.35,877.85,265.05,2.25,6.61,8.70,566.32,650.21,565.14,650.76,65.30,3.33,-0.34,-4.99,-7.07,-17.31,9.14,3.50,316810,3.14,,11450.31
Godrej Consumer,532424,GODREJCP,INE102D01028,Personal Products,Personal Care,1206.60,6.46,1.83,0,1,1458540,1180001,600276,979.50,1309.00,1541.85,20.98,0.74,4.40,-2.39,1189.05,1190.86,1188.34,1190.70,54.78,-6.36,-9.06,-6.86,-6.99,12.63,8.66,9.85,1368854,8.51,11.59,123464.69
Godrej Industrie,500164,GODREJIND,INE233A01035,Diversified,Diversified,1039.10,-2.28,-12.05,0,1,76025,54213,56002,764.45,1391.50,1391.50,17.32,-0.17,3.05,2.66,1018.33,1072.42,1017.48,1072.76,59.82,1.78,-1.21,-4.36,-5.89,24.35,34.50,18.21,429665,11.43,12.81,34997.39
Godrej Propert.,533150,GODREJPROP,INE484J01027,Realty,"Residential, Commercial Projects",1820.80,-17.47,-5.98,0,1,2085337,2294114,1535116,1475.00,2506.50,3402.70,153.90,1.08,6.37,-5.70,1855.43,2081.97,1856.85,2084.60,55.12,-51.27,-66.82,-87.85,-97.00,-10.13,14.63,4.11,922289,14.34,20.67,54843.65
Goel Construct.,544504,,INE0ZOM01013,Construction,Civil Construction,308.95,-4.35,,1,0,10420,14500,30000,256.00,382.00,382.00,256.00,6.42,1.96,4.62,298.17,311.66,297.73,311.69,60.37,0.37,-1.19,-3.34,-4.26,,,,55585,,,446.42
Goel Food,543538,,INE0K6L01010,Leisure Services,Hotels & Resorts,13.15,-8.17,-26.94,1,0,6714,2000,2000,12.51,20.41,78.00,12.51,1.86,1.86,1.00,14.45,17.28,14.50,17.32,42.84,-0.39,-0.37,-0.32,-0.31,-22.28,-24.84,,12431,,,24.79
Goenka Business,538787,,INE997C01015,Finance,Non Banking Financial Company (NBFC),9.05,3.78,-5.73,0,1,24987,53500,28755,6.06,13.45,560.10,0.53,-1.42,9.70,14.41,8.19,9.20,8.16,9.20,62.63,0.29,0.26,0.15,0.12,-32.46,4.24,27.37,17690,37.99,-23.18,11.77
Gogia Capital,531600,,INE832C01014,Capital Markets,Stockbroking & Allied,80.00,-5.88,16.11,0,1,23,50,50,65.46,107.95,165.35,9.50,0.00,0.00,8.84,84.05,87.43,84.22,87.50,44.64,-2.01,-2.22,-2.69,-2.86,-22.03,13.30,12.70,182,7.25,2.10,50.57
Gokak Textiles,532957,,INE642I01014,Textiles & Apparels,Other Textile Products,74.00,-13.43,-21.02,0,1,8026,6590,7205,52.59,113.00,276.00,8.04,-0.63,-4.36,23.05,71.17,87.32,71.05,87.45,54.68,2.63,2.70,1.24,0.89,-15.83,34.82,22.07,2308,22.04,3.79,48.09
Gokaldas Exports,532630,GOKEX,INE887G01027,Textiles & Apparels,Garments & Apparels,772.75,-14.56,8.08,0,1,2493199,3289439,3090506,531.00,1060.00,1262.15,22.75,-8.09,-7.22,25.38,715.07,801.53,712.71,801.82,58.00,25.05,21.30,-8.86,-17.34,-17.52,27.73,58.36,653583,40.43,33.70,5659.61
Gokul Agro,539725,GOKULAGRO,INE314T01033,Agricultural Food & other Products,Edible Oil,172.77,-13.80,14.84,0,1,330681,510438,444717,96.00,221.50,221.50,3.78,-1.48,2.78,6.18,172.20,166.61,172.17,166.55,55.27,-1.44,-2.27,-4.06,-4.72,17.95,41.77,71.90,492417,57.49,,5098.21
Gokul Refoils,532980,GOKUL,INE020J01029,Agricultural Food & other Products,Edible Oil,34.36,-14.53,-14.53,0,1,22473,28889,56267,33.75,54.79,89.68,7.20,-1.46,-3.65,-8.23,37.71,41.48,37.85,41.55,26.17,-1.01,-0.96,-0.86,-0.82,-30.46,-1.54,12.46,68827,15.02,8.86,340.15
Golden Carpets,531928,,INE595D01015,Consumer Durables,"Furniture, Home Furnishing",10.92,12.58,-16.89,0,1,325,425,906,8.58,13.79,76.85,1.91,-0.09,4.00,15.31,10.48,10.01,10.46,10.00,63.07,0.16,0.11,-0.07,-0.13,-14.62,7.87,20.49,417,13.29,10.03,7.09
Golden Crest,540062,,INE222U01010,Other Consumer Services,Education,262.15,-23.33,-8.34,0,1,43,44,20,246.00,739.65,868.80,12.50,0.00,-0.46,-11.14,306.76,344.91,308.58,345.74,16.92,-16.34,-16.46,-14.74,-14.34,-64.56,81.15,61.18,61,47.09,,137.50
Golden Legand Ls,509024,,INE088E01019,Finance,Non Banking Financial Company (NBFC),13.42,3.31,-13.97,0,1,26150,56648,71137,7.20,16.38,356.00,4.18,11.28,21.45,25.30,11.75,22.01,11.68,22.10,64.06,0.25,0.11,-0.04,-0.11,49.11,,,38556,,,19.96
Golden Tobacco,500151,GOLDENTOBC,INE973A01010,Realty,"Residential, Commercial Projects",30.28,-12.81,-17.29,0,1,3661,1896,1808,27.24,43.00,766.70,16.45,3.66,-0.49,-2.16,31.21,34.17,31.25,34.21,48.59,-0.37,-0.41,-0.43,-0.45,-24.56,-20.65,-7.47,4689,-2.17,-2.06,53.32
